timestamp,period,open,high,low,close,volume,vwap,ATR,vwap_upper,vwap_lower
2023-10-23 11:15:00-04:00,minute_15,99.79,99.81,98.66,98.8,11425,98.37848040268368,1.429783175933513,101.37483351352324,95.38212729184411
2023-10-23 11:30:00-04:00,minute_15,98.7,98.85,97.87,97.96,5822,98.37031677565548,1.3959079959983274,101.34338387735066,95.3972496739603
2023-10-23 11:45:00-04:00,minute_15,98.03,98.03,97.66,97.96,3836,98.35365306620044,1.318941366848456,101.28093627175146,95.42636986064942
2023-10-23 12:00:00-04:00,minute_15,97.79,98.49,97.79,98.03,4325,98.34435441341934,1.2726728745581517,101.20435394582506,95.48435488101362
2023-10-23 12:15:00-04:00,minute_15,97.98,98.22,97.84,97.98,5413,98.32964834238878,1.206162981037348,101.10257049473194,95.55672619004562
2023-10-23 12:30:00-04:00,minute_15,98.0,98.92,98.0,98.86,7461,98.34486340868605,1.1863929700630336,101.00986338397112,95.67986343340098
2023-10-23 12:45:00-04:00,minute_15,98.74,99.3,98.74,99.3,5022,98.3735941435573,1.1399980456077035,100.90819721286744,95.83899107424716
2023-10-23 13:00:00-04:00,minute_15,98.92,99.11,98.51,98.74,4577,98.38720541580874,1.1141430209895011,100.77203947628018,96.00237135533729
2023-10-23 13:15:00-04:00,minute_15,98.69,98.7,98.16,98.36,3786,98.38772178926516,1.074781029790394,100.5990160635267,96.17642751500361
2023-10-23 13:30:00-04:00,minute_15,98.25,98.35,97.93,98.22,2985,98.3831921266581,1.0273732156802862,100.38785926599972,96.37852498731648
2023-10-23 13:45:00-04:00,minute_15,98.18,98.18,97.16,97.34,11434,98.32328150029386,1.029767094946386,100.08608264480603,96.56048035578169
2023-10-23 14:00:00-04:00,minute_15,97.2,97.53,97.0,97.13,5232,98.2877240014209,0.9931694951969242,99.75258534866114,96.82286265418065
2023-10-23 14:15:00-04:00,minute_15,97.19,97.45,97.06,97.3,5062,98.25694928146586,0.9490792040857993,99.34358607779075,97.17031248514098
2023-10-23 14:30:00-04:00,minute_15,97.43,97.52,97.03,97.16,6491,98.21886441009362,0.9155774970593795,98.70944279031761,97.72828602986962
2023-10-23 14:45:00-04:00,minute_15,97.22,97.38,97.03,97.28,3525,98.19921721142845,0.8743677478504638,98.39492911354877,98.00350530930812
2023-10-23 15:00:00-04:00,minute_15,97.27,97.38,96.88,96.9,4100,98.17333465552355,0.8471292156968241,98.37141815307753,97.97525115796957
2023-10-23 15:15:00-04:00,minute_15,97.01,97.26,96.64,96.98,5100,98.1401757967745,0.8306255291605039,98.36901154678525,97.91134004676375
2023-10-23 15:30:00-04:00,minute_15,96.9,97.09,96.54,96.54,7599,98.0847396541308,0.8102598097326904,98.3568178411165,97.8126614671451
2023-10-23 15:45:00-04:00,minute_15,96.5,96.69,96.24,96.34,26832,97.88306918256065,0.7841447008702216,98.2697215501061,97.4964168150152
2023-10-24 09:30:00-04:00,minute_15,97.44,97.44,95.95,96.64,6950,96.67666666666666,0.8352576720223974,97.81625364852627,95.53707968480705
2023-10-24 09:45:00-04:00,minute_15,96.46,97.28,96.37,96.54,4389,96.69731046241584,0.8406646527973216,98.20663031019564,95.18799061463605
2023-10-24 10:00:00-04:00,minute_15,96.69,96.72,95.85,96.13,4085,96.57442751556016,0.842784883349581,98.38767070337617,94.76118432774415
2023-10-24 10:15:00-04:00,minute_15,96.17,96.55,96.1,96.55,4606,96.5343170244633,0.8144201368922004,98.58467997239474,94.48395407653187
2023-10-24 10:30:00-04:00,minute_15,96.8,97.0,96.18,96.86,5300,96.5647994472957,0.814822767247217,98.78528431586713,94.34431457872427
2023-10-24 10:45:00-04:00,minute_15,96.8,96.8,95.32,95.32,5542,96.42989969335751,0.8671117952100155,98.81218258621355,94.04761680050147
2023-10-24 11:00:00-04:00,minute_15,95.36,95.36,94.56,94.84,9693,96.06910941287646,0.8622759596997361,98.66041351909799,93.47780530665493
2023-10-24 11:15:00-04:00,minute_15,94.76,94.88,94.5,94.73,6312,95.88520731559898,0.8275466865987826,98.66975392689163,93.10066070430632
2023-10-24 11:30:00-04:00,minute_15,94.66,95.18,94.34,95.02,6277,95.76256518794446,0.8284429425166677,98.70656573943114,92.81856463645778
2023-10-24 11:45:00-04:00,minute_15,95.4,95.7,95.24,95.24,3648,95.73885197704305,0.8177653851678877,98.78635519912537,92.69134875496074
2023-10-24 12:00:00-04:00,minute_15,95.44,95.46,95.1,95.45,2112,95.724434090369,0.7848546617010839,98.82271842735787,92.62614975338013
2023-10-24 12:15:00-04:00,minute_15,95.55,95.55,94.78,94.83,6797,95.65501691751254,0.7837871933006207,98.77581583058783,92.53421800443725
2023-10-24 12:30:00-04:00,minute_15,94.65,94.88,94.41,94.67,5257,95.58081656521249,0.7612479263449013,98.69169423425622,92.46993889616876
2023-10-24 12:45:00-04:00,minute_15,94.87,95.05,94.65,95.0,2433,95.55824975136578,0.7353099717757522,98.614162326668,92.50233717606356
2023-10-24 13:00:00-04:00,minute_15,95.05,95.32,94.86,94.93,3200,95.53646066413405,0.7155498052538228,98.49211660003478,92.58080472823333
2023-10-24 13:15:00-04:00,minute_15,94.84,95.44,94.84,95.44,3539,95.52336889609849,0.7072591706244497,98.3227600831337,92.72397770906328
2023-10-24 13:30:00-04:00,minute_15,95.26,95.29,94.89,94.99,1491,95.51484452393494,0.6959795314552946,98.09371431431174,92.93597473355814
2023-10-24 13:45:00-04:00,minute_15,95.0,95.05,94.71,94.71,3114,95.48943457824453,0.6704539929324511,97.77158866183342,93.20728049465563
2023-10-24 14:00:00-04:00,minute_15,94.76,94.86,94.73,94.73,3080,95.46432109308283,0.633145117022216,97.34985158523185,93.57879060093381
2023-10-24 14:15:00-04:00,minute_15,94.74,95.07,94.63,95.06,2128,95.45144419863706,0.619303013541072,96.8576749208303,94.04521347644382
2023-10-24 14:30:00-04:00,minute_15,95.07,95.62,94.9,95.25,6319,95.43865959642125,0.6265179308589031,96.77341682547669,94.1039023673658
2023-10-24 14:45:00-04:00,minute_15,95.26,95.4,95.01,95.17,11764,95.41194611055573,0.6095752201661978,96.63875164561183,94.18514057549963
2023-10-24 15:00:00-04:00,minute_15,95.18,95.46,95.08,95.26,3997,95.40676297757506,0.593133219807929,96.5278529926081,94.28567296254201
2023-10-24 15:15:00-04:00,minute_15,95.17,95.19,94.42,94.76,7960,95.36584864672662,0.6108102581021115,96.3601615994893,94.37153569396393
2023-10-24 15:30:00-04:00,minute_15,94.81,95.0,94.66,94.82,7118,95.33565537207637,0.5914221650562421,96.13351596458163,94.53779477957112
2023-10-24 15:45:00-04:00,minute_15,94.77,95.07,94.73,94.77,14339,95.28709956403912,0.573425079434396,95.87391022115638,94.70028890692187
2023-10-25 09:30:00-04:00,minute_15,94.0,94.0,92.82,93.3,7332,93.37333333333333,0.6719468523824664,94.89464594447894,91.85202072218773
2023-10-25 09:45:00-04:00,minute_15,93.3,93.55,92.58,92.8,3208,93.25260215053764,0.6932755611584679,95.32285014298117,91.18235415809411
2023-10-25 10:00:00-04:00,minute_15,92.7,92.7,90.91,91.16,10027,92.44203610962545,0.7789020034223295,95.22991866357438,89.65415355567652
2023-10-25 10:15:00-04:00,minute_15,90.92,91.56,90.62,91.54,10055,92.04733709968868,0.7904272666522635,95.47760508771073,88.61706911166662
2023-10-25 10:30:00-04:00,minute_15,91.43,92.9,91.43,92.41,4012,92.07042742199381,0.83903970734067,95.95242341376458,88.18843143022305
2023-10-25 10:45:00-04:00,minute_15,92.02,92.51,91.97,92.32,2832,92.08526085873415,0.8176505030235713,96.30170931083038,87.86881240663791
2023-10-25 11:00:00-04:00,minute_15,92.32,93.81,92.32,93.6,4582,92.21145682711823,0.865736476515138,96.64972231159592,87.77319134264053
2023-10-25 11:15:00-04:00,minute_15,93.75,93.75,93.25,93.34,2950,92.29243529342045,0.8395816286249571,96.87014067883874,87.71472990800217
2023-10-25 11:30:00-04:00,minute_15,93.43,94.29,93.43,94.19,4867,92.45617152979712,0.8474772928454676,97.08985971722925,87.82248334236499
2023-10-25 11:45:00-04:00,minute_15,94.28,94.39,93.79,93.99,7000,92.65319018728567,0.8297823681799633,97.26805865093752,88.03832172363383
2023-10-25 12:00:00-04:00,minute_15,94.07,94.3,93.95,94.16,2600,92.71805252389362,0.7954798422018641,97.26529241562221,88.17081263216502
2023-10-25 12:15:00-04:00,minute_15,94.11,94.5,94.05,94.5,2795,92.79131454117145,0.7707810769399586,97.22610118956194,88.35652789278095
2023-10-25 12:30:00-04:00,minute_15,94.43,95.27,94.43,95.17,6785,93.00410205904362,0.7757293103100114,97.27341785076466,88.73478626732258
2023-10-25 12:45:00-04:00,minute_15,95.09,95.16,94.72,95.0,2510,93.07271087508444,0.7524453459914072,97.13461559609257,89.0108061540763
2023-10-25 13:00:00-04:00,minute_15,94.8,95.06,94.74,94.91,1332,93.10616525123365,0.7215347152211724,96.91688316638339,89.29544733608391
2023-10-25 13:15:00-04:00,minute_15,95.23,95.28,94.9,95.06,1297,93.14067489845071,0.6971234817528894,96.65349970665218,89.62785009024924
2023-10-25 13:30:00-04:00,minute_15,95.05,95.05,94.54,94.54,2120,93.1842764031593,0.6844641495330323,96.33517748515486,90.03337532116375
2023-10-25 13:45:00-04:00,minute_15,94.28,94.73,94.21,94.73,1671,93.2136866517046,0.6727101104299811,95.93057325801828,90.49680004539093
2023-10-25 14:00:00-04:00,minute_15,94.83,95.05,94.7,95.05,1800,93.25248783035622,0.6496473635819411,95.42019477806994,91.08478088264249
2023-10-25 14:15:00-04:00,minute_15,94.96,95.0,94.88,95.0,500,93.26312322225682,0.6153702424323811,94.65313374948717,91.87311269502648
2023-10-25 14:30:00-04:00,minute_15,95.0,95.07,94.59,94.65,3618,93.32810933768809,0.6056965904617755,94.70930267687464,91.94691599850154
2023-10-25 14:45:00-04:00,minute_15,94.68,94.68,94.49,94.49,5004,93.3970770292211,0.5759915763912922,94.80486671107684,91.98928734736535
2023-10-25 15:00:00-04:00,minute_15,94.49,94.66,94.33,94.54,2500,93.42751902870627,0.558413935788392,94.87572480835706,91.97931324905548
2023-10-25 15:15:00-04:00,minute_15,94.44,94.74,94.44,94.66,2769,93.46238851248505,0.5399491511690506,94.85573027349493,92.06904675147517
2023-10-25 15:30:00-04:00,minute_15,94.75,94.98,94.45,94.47,6915,93.54249341287351,0.5392382599081359,94.86556561767922,92.2194212080678
2023-10-25 15:45:00-04:00,minute_15,94.49,94.64,94.26,94.32,10647,93.62484387679604,0.5278605672747924,94.85445426458641,92.39523348900566
2023-10-26 09:30:00-04:00,minute_15,93.83,96.61,93.55,96.22,12109,95.46,0.708779809439692,97.3726525452614,93.54734745473858
2023-10-26 09:45:00-04:00,minute_15,96.62,97.0,95.48,95.65,13075,95.76285432549768,0.7667396193118525,98.21842900503795,93.30727964595742
2023-10-26 10:00:00-04:00,minute_15,95.57,96.59,95.57,96.36,7185,95.85396902386029,0.7848341428798007,98.71915499816586,92.98878304955471
2023-10-26 10:15:00-04:00,minute_15,96.79,98.15,96.75,98.11,10665,96.30403107620332,0.8566482747965427,99.6297780826962,92.97828406971043
2023-10-26 10:30:00-04:00,minute_15,97.97,98.45,97.19,98.04,14048,96.69516169720754,0.8854652867150645,100.47765303241945,92.91267036199562
2023-10-26 10:45:00-04:00,minute_15,98.26,99.33,97.96,98.07,5313,96.84487186473275,0.9200817963241694,101.00100457487733,92.68873915458818
2023-10-26 11:00:00-04:00,minute_15,98.15,98.42,97.23,97.32,5583,96.91154417605696,0.9393652305664631,101.37396724906851,92.44912110304541
2023-10-26 11:15:00-04:00,minute_15,96.89,97.47,96.64,96.91,6915,96.92032699985312,0.9315520880344593,101.60508234743715,92.23557165226909
2023-10-26 11:30:00-04:00,minute_15,96.78,97.16,96.47,96.5,11330,96.8926893056377,0.9142956185582369,101.71701842006183,92.06836019121357
2023-10-26 11:45:00-04:00,minute_15,96.58,96.98,96.55,96.98,4533,96.88989113667417,0.8832699136692543,101.78636520739967,91.99341706594866
2023-10-26 12:00:00-04:00,minute_15,96.85,97.02,96.36,96.71,6050,96.87781535579751,0.86731987190757,101.78397735923,91.97165335236502
2023-10-26 12:15:00-04:00,minute_15,96.66,96.67,96.16,96.2,1697,96.86860735206034,0.8446512755726077,101.72280803160098,92.0144066725197
2023-10-26 12:30:00-04:00,minute_15,96.23,96.59,95.94,96.58,1500,96.86112846614601,0.8307459661997563,101.6040458238059,92.11821110848612
2023-10-26 12:45:00-04:00,minute_15,96.46,96.75,96.42,96.71,1100,96.85857752325187,0.7949744633052684,101.42272792453274,92.294427121971
2023-10-26 13:00:00-04:00,minute_15,96.27,96.74,96.17,96.74,5080,96.84381457797701,0.7789032176314796,101.16771237123862,92.5199167847154
2023-10-26 13:15:00-04:00,minute_15,96.88,96.96,96.49,96.7,1500,96.84204343613507,0.7568366096601317,100.86017778550399,92.82390908676615
2023-10-26 13:30:00-04:00,minute_15,96.48,96.6,96.18,96.41,2011,96.83387842543803,0.7399182193040164,100.4541686110966,93.21358823977945
2023-10-26 13:45:00-04:00,minute_15,96.52,96.67,96.27,96.55,1912,96.82810141629183,0.7156363611920784,99.92816774193385,93.72803509064981
2023-10-26 14:00:00-04:00,minute_15,96.61,97.41,96.44,97.41,2619,96.83402991172393,0.733806572031659,99.24370372929906,94.4243560941488
2023-10-26 14:15:00-04:00,minute_15,97.33,97.44,96.86,97.1,3746,96.843533862842,0.722819613758224,98.15905155714906,95.52801616853493
2023-10-26 14:30:00-04:00,minute_15,96.79,97.46,96.79,97.17,2100,96.8487189523976,0.7190465372098512,97.86413242327475,95.83330548152045
2023-10-26 14:45:00-04:00,minute_15,97.53,97.77,97.47,97.77,2865,96.8678587503525,0.7105426962054868,97.62794414274889,96.1077733579561
2023-10-26 15:00:00-04:00,minute_15,97.95,98.0,97.01,97.01,12069,96.91006661481673,0.7305050589568203,97.30642457423598,96.51370865539748
2023-10-26 15:15:00-04:00,minute_15,96.87,96.93,96.71,96.84,5900,96.90657447689341,0.6997530858066706,97.05115008177594,96.76199887201088
2023-10-26 15:30:00-04:00,minute_15,96.79,96.99,96.01,96.23,12202,96.86699952756352,0.7197716968205563,96.95374165661848,96.78025739850857
2023-10-26 15:45:00-04:00,minute_15,96.2,96.61,95.88,96.11,17954,96.79699345067938,0.7205023229237275,96.89489422098427,96.69909268037449
2023-10-27 09:30:00-04:00,minute_15,82.23,84.22,80.58,80.75,76029,81.85000000000001,1.7783679784784276,91.92126024539165,71.77873975460837
2023-10-27 09:45:00-04:00,minute_15,80.82,84.84,80.75,84.7,53156,82.50012563378101,1.9434909858133211,96.06340883241353,68.93684243514849
2023-10-27 10:00:00-04:00,minute_15,84.6,84.63,81.68,81.99,26444,82.54541546455567,2.0203872692233227,98.55111328656976,66.53971764254159
2023-10-27 10:15:00-04:00,minute_15,82.08,82.15,80.99,81.27,25176,82.39567038153443,1.958928970757356,100.29226906503493,64.49907169803393
2023-10-27 10:30:00-04:00,minute_15,81.21,81.54,79.99,80.16,24629,82.1759957942697,1.9297188472260915,101.58630568846726,62.76568590007213
2023-10-27 10:45:00-04:00,minute_15,80.21,80.64,79.69,79.94,24197,81.9561873179144,1.8597369021380876,102.57654776097225,61.33582687485655
2023-10-27 11:00:00-04:00,minute_15,79.87,81.32,79.57,81.09,20808,81.84849216775343,1.8518983411170633,103.39246420664094,60.30452012886593
2023-10-27 11:15:00-04:00,minute_15,81.19,82.81,81.19,82.3,22468,81.86919840824896,1.8424767956882366,104.05581367018621,59.682583146311714
2023-10-27 11:30:00-04:00,minute_15,81.95,82.42,81.14,82.28,26578,81.87607338152718,1.8022989497612976,104.45359863151899,59.29854813153538
2023-10-27 11:45:00-04:00,minute_15,82.19,82.33,81.95,82.32,10762,81.88730990683767,1.700703979404728,104.61532928319448,59.15929053048086
2023-10-27 12:00:00-04:00,minute_15,82.27,83.4,82.26,83.11,11142,81.92322704469247,1.660652894128333,104.56429817975659,59.282155909628344
2023-10-27 12:15:00-04:00,minute_15,83.19,83.19,81.42,81.76,8518,81.92839366851871,1.6684635467476534,104.24791046914254,59.60887686789488
2023-10-27 12:30:00-04:00,minute_15,81.63,81.63,81.11,81.52,10365,81.91290752691964,1.5957148959903311,103.66633943195417,60.15947562188511
2023-10-27 12:45:00-04:00,minute_15,81.44,81.97,81.35,81.78,9611,81.90705913119528,1.5260198587971883,102.8271177644013,60.987000497989264
2023-10-27 13:00:00-04:00,minute_15,81.85,82.92,81.68,82.72,11805,81.92445358983433,1.505589565094061,101.7082978540694,62.14060932559926
2023-10-27 13:15:00-04:00,minute_15,82.62,83.12,82.44,82.56,7972,81.94132261176938,1.4466180676283074,100.2262220374833,63.65642318605546
2023-10-27 13:30:00-04:00,minute_15,82.72,83.15,82.72,83.06,6194,81.95838487817078,1.3854302782978183,98.27335528018779,65.64341447615377
2023-10-27 13:45:00-04:00,minute_15,83.03,83.39,82.65,82.67,8269,81.97872674464516,1.3393275666917284,95.66976178023147,68.28769170905885
2023-10-27 14:00:00-04:00,minute_15,82.68,82.69,82.22,82.49,10054,81.99117229062071,1.2772320540335478,91.92473466816247,72.05760991307895
2023-10-27 14:15:00-04:00,minute_15,82.55,83.12,81.92,82.04,8023,81.99852958727001,1.2717154221152387,82.63661224268527,81.36044693185475
2023-10-27 14:30:00-04:00,minute_15,82.1,82.65,82.1,82.34,8391,82.00598486084692,1.2244495842777658,82.63304821325052,81.37892150844333
2023-10-27 14:45:00-04:00,minute_15,82.41,82.45,81.88,81.88,10331,82.00755603175885,1.1777027716329593,82.53788550362565,81.47722655989206
2023-10-27 15:00:00-04:00,minute_15,81.85,82.36,81.76,81.76,8347,82.0066313197552,1.136437948788494,82.37310439877974,81.64015824073066
2023-10-27 15:15:00-04:00,minute_15,81.84,81.91,81.33,81.52,9566,81.99747666738827,1.0966920776795066,82.21389023684837,81.78106309792817
2023-10-27 15:30:00-04:00,minute_15,81.54,82.29,81.45,81.62,30039,81.9839708606861,1.0783567993352323,82.13622073601033,81.83172098536187
2023-10-27 15:45:00-04:00,minute_15,81.52,81.95,81.39,81.85,34596,81.96651922325727,1.0413310700166443,82.11928069573872,81.8137577507758
2023-10-30 09:30:00-04:00,minute_15,82.19,84.56,82.19,82.61,23712,83.12,1.1605224361990645,83.91612000295858,82.32387999704143
2023-10-30 09:45:00-04:00,minute_15,83.16,83.23,79.99,80.39,10631,82.52668889341837,1.3090573907005896,83.3875641975698,81.66581358926693
2023-10-30 10:00:00-04:00,minute_15,80.21,80.21,78.6,78.6,14062,81.54186309954207,1.3434106152223348,82.46052694347884,80.6231992556053
2023-10-30 10:15:00-04:00,minute_15,78.53,78.92,77.2,77.2,25048,80.25676741136056,1.3703099885962642,81.75798995333706,78.75554486938405
2023-10-30 10:30:00-04:00,minute_15,77.51,77.73,76.2,76.28,11985,79.76297767581951,1.3817164698018685,81.85962855184907,77.66632679978996
2023-10-30 10:45:00-04:00,minute_15,76.16,77.97,76.16,77.37,15630,79.36146244772497,1.4123082795818038,82.03280154269609,76.69012335275386
2023-10-30 11:00:00-04:00,minute_15,77.49,78.0,77.23,77.75,12036,79.18040075211016,1.3664289370370275,82.33703533142565,76.02376617279467
2023-10-30 11:15:00-04:00,minute_15,77.49,77.58,76.98,77.29,6378,79.07913448608717,1.3238267151453997,82.63756904767601,75.52069992449833
2023-10-30 11:30:00-04:00,minute_15,77.49,77.66,76.84,76.96,8555,78.95045895587474,1.2878389710840377,82.85533199724566,75.04558591450382
2023-10-30 11:45:00-04:00,minute_15,76.94,77.41,76.85,76.95,5504,78.87295432364093,1.235850310096846,83.06397790033975,74.6819307469421
2023-10-30 12:00:00-04:00,minute_15,76.8,77.48,76.73,77.44,3288,78.83315374177502,1.201146615451314,83.24897474660752,74.41733273694253
2023-10-30 12:15:00-04:00,minute_15,77.5,77.5,76.81,77.09,11529,78.70105955414155,1.1646360441846968,83.3059588108573,74.0961602974258
2023-10-30 12:30:00-04:00,minute_15,77.1,77.35,76.32,76.32,8101,78.5955519124286,1.155019159736771,83.34793048762332,73.84317333723389
2023-10-30 12:45:00-04:00,minute_15,76.28,76.59,76.06,76.59,10308,78.46066725831051,1.1103748299422491,83.32437598808322,73.5969585285378
2023-10-30 13:00:00-04:00,minute_15,76.56,77.41,76.5,77.41,10129,78.383137681651,1.0960623110999288,83.30835580840515,73.45791955489683
2023-10-30 13:15:00-04:00,minute_15,77.26,77.61,77.14,77.35,7756,78.34044250806923,1.0513434846841483,83.27050574204917,73.4103792740893
2023-10-30 13:30:00-04:00,minute_15,77.32,77.84,77.32,77.58,7538,78.31061673344087,1.01339030777963,83.18534117752911,73.43589228935262
2023-10-30 13:45:00-04:00,minute_15,77.7,78.56,77.7,78.13,10548,78.3012196529511,1.0110052816607584,83.05576043857383,73.54667886732838
2023-10-30 14:00:00-04:00,minute_15,78.26,78.54,78.18,78.26,6772,78.3020421777799,0.9680762638659478,82.86620478197871,73.73787957358108
2023-10-30 14:15:00-04:00,minute_15,78.21,78.72,78.15,78.67,3647,78.30565725419918,0.9396422025161997,82.60158475487417,74.00972975352418
2023-10-30 14:30:00-04:00,minute_15,78.66,78.73,78.21,78.39,8987,78.31122704191876,0.9096677178749206,81.73590817981777,74.88654590401974
2023-10-30 14:45:00-04:00,minute_15,78.42,78.54,78.0,78.22,8278,78.30914718791318,0.8832628468518928,80.78235138379038,75.83594299203598
2023-10-30 15:00:00-04:00,minute_15,78.25,78.68,77.75,78.65,6685,78.31058093322143,0.8866012189292342,79.96962966567962,76.65153220076324
2023-10-30 15:15:00-04:00,minute_15,78.62,79.43,78.54,79.43,7897,78.33709999292529,0.8868439892755097,79.62706320419029,77.04713678166029
2023-10-30 15:30:00-04:00,minute_15,79.32,79.39,78.77,79.09,9999,78.36636077484056,0.8706408304639288,79.4006478216306,77.33207372805052
2023-10-30 15:45:00-04:00,minute_15,79.05,79.05,78.45,78.63,21064,78.39258055713528,0.8541664696447662,79.27317809391116,77.5119830203594
2023-10-31 09:30:00-04:00,minute_15,79.19,80.57,78.9,79.73,24011,79.73333333333333,0.931726076537775,80.8525265014767,78.61414016518997
2023-10-31 09:45:00-04:00,minute_15,79.73,80.43,78.36,78.85,10409,79.57607941119504,1.0130314239610483,80.84423168145523,78.30792714093485
2023-10-31 10:00:00-04:00,minute_15,78.72,79.36,78.6,79.36,6095,79.50546184540705,0.9949577369547911,80.89799644840866,78.11292724240545
2023-10-31 10:15:00-04:00,minute_15,79.44,80.17,78.93,79.16,6371,79.49384905231128,1.0124607682129385,80.99913423483846,77.98856386978409
2023-10-31 10:30:00-04:00,minute_15,79.42,80.09,79.42,80.04,5008,79.52821919040095,1.0065707094442142,81.14320944638386,77.91322893441803
